epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
54,419.717,1.036,0.69085,1.22118,0.05013,0.92007,0.96933,0.96605,0.70637,1.03714,0.66368,1.23624,0.0314,0.000916833,0.000916833,0.000916833
55,425.825,1.08322,0.73424,1.23435,0.06136,0.94642,0.95092,0.9676,0.7191,1.00402,0.63674,1.21434,0.03013,0.00088592,0.00088592,0.00088592
56,432.149,1.08686,0.69439,1.2174,0.0542,0.93388,0.95314,0.9665,0.70551,1.03626,0.63159,1.24195,0.02842,0.00085513,0.00085513,0.00085513
57,438.31,1.03293,0.6871,1.20386,0.04461,0.93388,0.95314,0.9665,0.70551,1.03626,0.63159,1.24195,0.02842,0.000824492,0.000824492,0.000824492
58,444.455,1.08687,0.69561,1.20514,0.0513,0.94573,0.96215,0.96561,0.71145,1.02865,0.61506,1.23592,0.02708,0.000794038,0.000794038,0.000794038
59,450.398,1.0931,0.70063,1.24044,0.05292,0.93903,0.95092,0.96075,0.69601,1.06055,0.64086,1.25127,0.031,0.000763797,0.000763797,0.000763797
60,456.252,1.05602,0.67877,1.22205,0.05118,0.93903,0.95092,0.96075,0.69601,1.06055,0.64086,1.25127,0.031,0.000733799,0.000733799,0.000733799
61,462.426,1.0311,0.66189,1.18556,0.04532,0.9338,0.95197,0.9594,0.70578,1.04107,0.64416,1.23474,0.0307,0.000704073,0.000704073,0.000704073
62,468.496,1.03236,0.65998,1.17974,0.04888,0.9405,0.95706,0.96162,0.72192,0.99341,0.61717,1.20287,0.02651,0.000674649,0.000674649,0.000674649
63,474.647,1.08182,0.6771,1.23604,0.05222,0.9405,0.95706,0.96162,0.72192,0.99341,0.61717,1.20287,0.02651,0.000645557,0.000645557,0.000645557
64,480.797,1.07997,0.703,1.2232,0.05052,0.92896,0.96275,0.95974,0.69211,1.09276,0.64955,1.28292,0.02606,0.000616824,0.000616824,0.000616824
65,487.073,1.08031,0.69659,1.252,0.0639,0.91579,0.96319,0.95911,0.65253,1.21838,0.70382,1.3748,0.02807,0.000588479,0.000588479,0.000588479
66,493.406,1.08818,0.68403,1.18792,0.05162,0.91801,0.96165,0.96033,0.68328,1.11991,0.66196,1.30289,0.0281,0.000560549,0.000560549,0.000560549
67,499.513,1.04316,0.6931,1.21591,0.05086,0.91801,0.96165,0.96033,0.68328,1.11991,0.66196,1.30289,0.0281,0.000533064,0.000533064,0.000533064
68,505.367,1.01526,0.65718,1.17444,0.04814,0.93739,0.9816,0.97082,0.73693,0.98441,0.59544,1.19686,0.02812,0.000506049,0.000506049,0.000506049
69,511.504,1.0052,0.65774,1.17601,0.04446,0.94665,0.97968,0.97228,0.74178,0.9645,0.58737,1.18057,0.02916,0.000479531,0.000479531,0.000479531
70,517.754,1.06192,0.67829,1.23922,0.05084,0.94665,0.97968,0.97228,0.74178,0.9645,0.58737,1.18057,0.02916,0.000453537,0.000453537,0.000453537
71,523.681,1.04351,0.65828,1.18478,0.04752,0.92337,0.96319,0.96359,0.72037,1.04182,0.62915,1.24581,0.03181,0.000428093,0.000428093,0.000428093
72,530.126,1.03942,0.67134,1.19407,0.05241,0.91592,0.93567,0.95068,0.60593,1.32301,0.77523,1.44434,0.04031,0.000403222,0.000403222,0.000403222
73,536.026,1.01598,0.6748,1.22638,0.04608,0.91592,0.93567,0.95068,0.60593,1.32301,0.77523,1.44434,0.04031,0.00037895,0.00037895,0.00037895
74,542.262,1.06001,0.71097,1.29034,0.05722,0.89514,0.93252,0.94582,0.58403,1.39353,0.79719,1.49798,0.03947,0.000355301,0.000355301,0.000355301
75,548.31,1.05395,0.69313,1.20042,0.04864,0.9276,0.93865,0.95375,0.63156,1.27337,0.74629,1.41117,0.03412,0.000332298,0.000332298,0.000332298
76,554.604,1.00448,0.65638,1.20568,0.04608,0.9276,0.93865,0.95375,0.63156,1.27337,0.74629,1.41117,0.03412,0.000309964,0.000309964,0.000309964
77,560.788,0.99468,0.64343,1.15112,0.04692,0.92057,0.95706,0.95948,0.70011,1.11157,0.64768,1.29388,0.02884,0.000288321,0.000288321,0.000288321
78,566.663,1.06503,0.67017,1.24331,0.05158,0.92687,0.95706,0.9625,0.72417,1.03629,0.61094,1.23881,0.02822,0.00026739,0.00026739,0.00026739
79,572.994,1.00264,0.65067,1.1922,0.04594,0.92687,0.95706,0.9625,0.72417,1.03629,0.61094,1.23881,0.02822,0.000247192,0.000247192,0.000247192
80,579.142,0.96273,0.60531,1.13752,0.03714,0.93992,0.95972,0.96303,0.71542,1.04956,0.62116,1.24244,0.03034,0.000227747,0.000227747,0.000227747
81,585.695,1.06495,0.65767,1.17069,0.05257,0.92751,0.95706,0.96084,0.70038,1.09276,0.64091,1.27089,0.03331,0.000209073,0.000209073,0.000209073
82,591.822,1.01065,0.64342,1.16516,0.04706,0.92121,0.95092,0.95904,0.66943,1.18576,0.68769,1.33335,0.03754,0.00019119,0.00019119,0.00019119
83,597.897,0.97557,0.63834,1.19745,0.04404,0.92121,0.95092,0.95904,0.66943,1.18576,0.68769,1.33335,0.03754,0.000174115,0.000174115,0.000174115
84,608.802,1.0001,0.643,1.19856,0.04395,0.92668,0.9305,0.95668,0.64853,1.2526,0.717,1.38234,0.03984,0.000157865,0.000157865,0.000157865
85,623.576,0.96769,0.61966,1.16815,0.03591,0.9179,0.93865,0.95633,0.64766,1.25248,0.7169,1.38147,0.03961,0.000142456,0.000142456,0.000142456
86,635.908,1.00995,0.64642,1.15704,0.04645,0.9179,0.93865,0.95633,0.64766,1.25248,0.7169,1.38147,0.03961,0.000127904,0.000127904,0.000127904
87,641.98,1.02009,0.63996,1.17964,0.04597,0.9225,0.95092,0.95745,0.66627,1.20155,0.69387,1.34573,0.03683,0.000114221,0.000114221,0.000114221
88,648.113,0.99338,0.64855,1.1438,0.04519,0.92117,0.95092,0.95869,0.68642,1.14087,0.66812,1.30336,0.03433,0.000101423,0.000101423,0.000101423
89,654.029,1.00336,0.64903,1.18656,0.04958,0.92117,0.95092,0.95869,0.68642,1.14087,0.66812,1.30336,0.03433,8.95213e-05,8.95213e-05,8.95213e-05
