epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
65,566.349,1.12009,0.69205,1.21058,0.06436,0.93667,0.97546,0.96926,0.65428,1.1423,0.6815,1.24542,0.03252,0.000588479,0.000588479,0.000588479
66,571.769,1.09973,0.66965,1.14446,0.04882,0.93885,0.97546,0.97083,0.66381,1.10359,0.66621,1.21147,0.03557,0.000560549,0.000560549,0.000560549
67,577.284,1.08559,0.694,1.18243,0.05298,0.93885,0.97546,0.97083,0.66381,1.10359,0.66621,1.21147,0.03557,0.000533064,0.000533064,0.000533064
68,582.278,1.0402,0.66004,1.14442,0.04775,0.94478,0.97546,0.97383,0.6922,1.0218,0.62885,1.16535,0.0327,0.000506049,0.000506049,0.000506049
69,587.675,1.03065,0.65255,1.14279,0.0451,0.94527,0.97546,0.97465,0.7099,0.97403,0.60175,1.13924,0.02807,0.000479531,0.000479531,0.000479531
70,593.328,1.07975,0.68213,1.2033,0.05467,0.94527,0.97546,0.97465,0.7099,0.97403,0.60175,1.13924,0.02807,0.000453537,0.000453537,0.000453537
71,598.606,1.08076,0.66641,1.16448,0.04887,0.94521,0.97546,0.97426,0.69566,0.99744,0.61189,1.1526,0.02756,0.000428093,0.000428093,0.000428093
72,604.245,1.08066,0.67814,1.17297,0.05467,0.92504,0.97546,0.97047,0.6324,1.15939,0.6856,1.24994,0.03191,0.000403222,0.000403222,0.000403222
73,609.388,1.02151,0.65696,1.17797,0.04565,0.92504,0.97546,0.97047,0.6324,1.15939,0.6856,1.24994,0.03191,0.00037895,0.00037895,0.00037895
74,615.055,1.08465,0.69804,1.23936,0.0606,0.9237,0.97546,0.97055,0.62174,1.20178,0.70083,1.27502,0.03253,0.000355301,0.000355301,0.000355301
75,620.386,1.06392,0.68628,1.15374,0.04971,0.94367,0.97546,0.97167,0.63377,1.15723,0.6867,1.24721,0.03126,0.000332298,0.000332298,0.000332298
76,625.95,1.03779,0.65457,1.18037,0.04556,0.94367,0.97546,0.97167,0.63377,1.15723,0.6867,1.24721,0.03126,0.000309964,0.000309964,0.000309964
77,631.379,1.04749,0.64676,1.12595,0.04696,0.95058,0.97546,0.97334,0.66377,1.06382,0.64154,1.19355,0.02963,0.000288321,0.000288321,0.000288321
78,636.426,1.11505,0.68665,1.22672,0.05415,0.95071,0.97546,0.97429,0.67457,1.05287,0.63377,1.17998,0.03237,0.00026739,0.00026739,0.00026739
79,641.964,1.02473,0.66786,1.15542,0.04431,0.95071,0.97546,0.97429,0.67457,1.05287,0.63377,1.17998,0.03237,0.000247192,0.000247192,0.000247192
80,647.412,0.96808,0.61401,1.10103,0.03635,0.94044,0.97546,0.96935,0.65353,1.12667,0.66552,1.22082,0.0389,0.000227747,0.000227747,0.000227747
81,653.23,1.08243,0.66742,1.14145,0.04717,0.94727,0.97546,0.97002,0.64711,1.16735,0.68295,1.24568,0.04169,0.000209073,0.000209073,0.000209073
82,658.813,1.0369,0.66527,1.13781,0.04711,0.94536,0.97546,0.96929,0.65519,1.16823,0.67671,1.24625,0.04145,0.00019119,0.00019119,0.00019119
83,664.196,0.99847,0.63813,1.16732,0.0433,0.94536,0.97546,0.96929,0.65519,1.16823,0.67671,1.24625,0.04145,0.000174115,0.000174115,0.000174115
84,669.397,1.01414,0.65016,1.16497,0.04254,0.94819,0.97546,0.96793,0.66434,1.14787,0.66595,1.23727,0.03775,0.000157865,0.000157865,0.000157865
85,674.77,0.96894,0.61631,1.13031,0.03677,0.96249,0.96319,0.97346,0.69058,1.06656,0.62989,1.19152,0.03105,0.000142456,0.000142456,0.000142456
86,680.112,1.02907,0.64059,1.12305,0.04584,0.96249,0.96319,0.97346,0.69058,1.06656,0.62989,1.19152,0.03105,0.000127904,0.000127904,0.000127904
87,685.173,1.05349,0.63382,1.15934,0.05,0.95751,0.96774,0.97405,0.70534,1.02576,0.61323,1.16892,0.02854,0.000114221,0.000114221,0.000114221
88,690.428,1.03723,0.65892,1.12173,0.04643,0.95753,0.96814,0.97302,0.69622,1.0557,0.62165,1.18458,0.02989,0.000101423,0.000101423,0.000101423
89,695.48,1.05857,0.65465,1.16451,0.05649,0.95753,0.96814,0.97302,0.69622,1.0557,0.62165,1.18458,0.02989,8.95213e-05,8.95213e-05,8.95213e-05
